评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
我们初中找老师报名的话，是可以学的，虽然人挺少的,2022-01-19 09:36:45,5,评论,我们初中找老师报名的话，是可以学的，虽然人挺少的,0.7806
助力每一个梦想，加油！,2022-01-18 14:35:23,3,评论,助力每一个梦想，加油！,0.9965
山高沟深。。。我听成山沟沟深了[辣眼睛],2022-01-16 22:42:07,5,评论,山高沟深。我听成山沟深了,0.7084
[跪了],2022-01-15 23:17:22,6,评论,,0.5678
这也太牛批了[给心心],2022-01-15 15:43:15,5,评论,这也太牛批了,0.2126
想学姐姐给个机会好吗？,2022-01-14 08:59:07,4,评论,想学姐给个机会好吗？,0.626
这个比走钢丝那些难多了，既要超高的平衡技术又要保证脚下的竹竿不打转，而且还要跳舞，真正文化遗产啊,2022-01-14 03:01:25,4,评论,这个比走钢丝那些难多了，既要超高的平衡技术又要保证脚下的竹竿不打转，而且还要跳舞，真正文化遗产啊,0.9866
我们的英语试卷上就有她诶[热词系列_知识增加],2022-01-12 00:51:40,5,评论,我们的英语试卷上就有她诶,0.7777
中国人都会水上漂的事情瞒不住了[偷笑],2022-01-11 22:06:50,6,评论,中国人都会水上漂的事情瞒不住了,0.3554
幸好韩国人不知道,2022-01-11 01:53:21,4,评论,幸好韩国人不知道,0.1145
又是我们贵州的，骄傲！[鼓掌][鼓掌],2022-01-10 20:25:53,5,评论,又是我们贵州的，骄傲！,0.9704
有人知道BGM是什么吗？,2022-01-10 17:30:28,5,评论,有人知道BGM是什么吗？,0.0883
很庆幸我是贵州人,2022-01-10 13:31:09,5,评论,很庆幸我是贵州人,0.7816
我妹妹也叫杨柳[脸红][脸红][脸红],2022-01-10 12:14:56,4,评论,我妹也叫杨柳,0.4203
湘江…有一次偶然看到过,2022-01-10 10:23:53,6,评论,湘江…有一次偶然看到过,0.8279
@了不起De中国人 UP我想问一下你是不是少了一个视频，就是山崎大夫那视频！,2022-01-10 04:57:11,5,评论,@了不起De中国人 UP我想问一下你是不是少了一个视频，就是山崎大夫那视频！,0.5556
KY一句——真就有梦想谁都了不起呗[doge]各人感觉有几期和有几期真的不是能够同样称为“了不起”的[doge]连着看，前一期“卧槽！”后一期“就这？”——一个键盘侠[doge],2022-01-10 00:51:10,6,评论,KY一句—真就有梦想谁都了不起呗,0.7713
体重80斤以下的可以尝试,2022-01-10 00:12:29,5,评论,体重80斤以下的可以尝试,0.7905
一苇渡江！[呲牙],2022-01-09 19:29:38,5,评论,一苇渡江！,0.6158
能挣钱才行,2022-01-09 18:46:39,5,评论,能挣钱才行,0.243
天冷了,2022-01-09 18:36:35,4,评论,天冷了,0.443
加油,2022-01-09 18:24:37,4,评论,加油,0.9596
[支持][支持][支持],2022-01-09 18:18:52,5,评论,,0.5678
我200斤能学不,2022-01-09 18:05:30,4,评论,我20斤能学不,0.7418
学倒是可以学，就是竹子不好找[doge],2022-01-09 19:02:12,5,回复,学倒是可以学，就是竹子不好找,0.419
咕噜噜噜噜噜噜[doge],2022-01-09 23:16:03,5,回复,咕噜,0.4991
仙气飘飘,2022-01-09 17:49:29,5,评论,仙气飘,0.106
这个不得把老外看呆了。。。,2022-01-09 17:43:10,5,评论,这个不得把老外看呆了。,0.4915
牛人,2022-01-09 17:22:13,5,评论,牛人,0.5679
[打call][保卫萝卜_笔芯][给心心],2022-01-09 17:20:14,4,评论,,0.5678
？？？？？？？？太牛了,2022-01-09 17:17:56,6,评论,？太牛了,0.1335
加一,2022-01-09 17:10:46,6,评论,加一,0.1932
向非遗继承人致敬！,2022-01-09 17:12:43,4,回复,向非遗继承人致敬！,0.9942
感谢对中国文化传承的巨大贡献,2022-02-28 19:22:42,4,评论,感谢对中国文化传承的巨大贡献,0.9922
不做则矣，要做一件事就要做到极致，到达别人都达不到的高度。坚持很难，除非乐此不疲加上一点基因天赋，一般人还是不要学了，一些愿意坚持练好能手持平衡杆走钢丝的人可以试一试，成功了就是镇了不起，一时兴起的想学，一时看不到明显的进步，总会忍不住放弃的。,2022-02-26 16:20:26,5,评论,不做则矣，要做一件事就要做到极致，到达别人都达不到的高度。坚持很难，除非乐此不疲加上一点基因天赋，一般人还是不要学了，一些愿意坚持练好能手持平衡杆走钢丝的人可以试一试，成功了就是镇了不起，一时兴起的想学，一时看不到明显的进步，总会忍不住放弃的。,0.4223
@韩国，你看看这个，你们能不能偷走？https://b23.tv/BV1nP4y1c766,2022-02-26 13:04:01,3,评论,@韩国，你看这个，你们能不能偷走？htps:/b23.tv/BV1nP4y1c76,0.1153
轻功水上漂[OK],2022-02-22 00:05:14,3,评论,轻功水上漂,0.5064
福建宁德的独木漂一模一样，国外电视台也报道过，？？？,2022-02-10 19:55:39,5,评论,福建宁德的独木漂一模一样，国外电视台也报道过，？,0.0641
up：先民们……我：仙民？什么仙民！,2022-01-27 16:18:16,5,评论,up：先民们…我：仙民？什么仙民！,0.1193
@原神  来个这样的角色？,2022-01-27 08:10:33,4,评论,@原神 来个这样的角色？,0.3695
