评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
红色的窗花要穿红色毛衣的老人来贴这里真的[大哭]，然后她用她的手把窗花抚平,2021-10-14 21:49:40,3,评论,红色的窗花要穿红色毛衣的老人来贴这里真的，然后她用她的手把窗花抚平,0.9999
bgm是什么呐,2017-12-02 08:35:20,5,评论,bgm是什么呐,0.1365
·远情 赵季平,2017-12-24 22:26:09,5,回复,·远情 赵季平,0.6651
回复 @6356548 :bgm用了很多个，片尾字幕有具体哦～,2018-05-14 10:56:35,5,回复,回复 @6356548 :bgm用了很多个，片尾字幕有具体哦～,0.0025
分镜好棒！(=・ω・=),2017-08-09 01:52:00,6,评论,分镜好棒！(=・ω・=),0.9999
想问up主 旁白配音是自己配的么,2020-07-13 19:35:35,4,评论,想问up主 旁白配音是自己配的么,0.001
老人一说话，就知道是山西，我的家乡,2019-12-11 23:06:35,4,评论,老人一说话，就知道是山西，我的家乡,0.0134
up做的好棒，我想把视频放给这边对中国文化感兴趣的外国学生看，请问up有没有字幕的翻译版本呀？😊（如果没有也不要有负担，只是先问问[微笑],2019-10-18 05:17:18,5,评论,up做的好棒，我想把视频放给这边对中国文化感兴趣的外国学生看，请问up有没有字幕的翻译版本呀？😊（如果没有也不要有负担，只是先问,0.9999
没有，你感兴趣的话翻译一下？顺便我也学习学习哈哈哈哈,2019-10-27 11:49:14,5,回复,没有，你感兴趣的话翻译一下？顺便我也学习哈,0.1692
很棒很棒，想勾搭这个up,2019-03-22 01:52:26,5,评论,很棒，想勾搭这个up,0.9999
额！该说什么呢。[大碗宽面],2019-04-22 00:29:26,5,回复,额！该说什么呢。,0.006
（￣▽￣）,2016-07-12 14:44:18,5,评论,（￣▽￣）,0.9998
太喜欢这个了，我们最近在做剪纸相关的社会实践，也要做视频，感觉给了我很多灵感(￣3￣),2018-08-29 10:25:37,5,评论,太喜欢这个了，我们最近在做剪纸相关的社会实践，也要做视频，感觉给了我很多灵感(￣3￣),0.9998
不是没人传承，而是你们私心太重！！不是没人喜欢，而是真的没钱喜欢！,2018-03-06 22:00:40,4,评论,不是没人传承，而是你们私心太重！不是没人喜欢，而是真的没钱喜欢！,0.002
也不是没钱喜欢，是压根没有这个意识,2018-05-14 10:52:46,5,回复,也不是没钱喜欢，是压根没有这个意识,0.0029
不贵，我们这里的剪纸班90一节课。问题是有没有传承非遗的意识！,2021-12-22 20:29:53,4,回复,不贵，我们这里的剪纸班90一节课。问题是有没有传承非遗的意识！,0.9999
姐姐 请问能分享视频中的几个纯音乐吗 好有感觉！,2022-01-21 15:44:26,2,评论,姐 请问能分享视频中的几个纯音乐吗 好有感觉！,0.9999
片尾有列,2022-01-21 23:29:50,5,回复,片尾有列,0.5087
好棒好棒！,2022-01-18 13:29:43,2,评论,好棒！,0.9992
真的做的好棒！整个纪录片的结构设计，画面拍摄都很有感觉，最重要的是能真正走进这些人的生活中进行采访和记录，素材也很丰富！,2022-01-14 09:56:12,4,评论,真的做的好棒！整个纪录片的结构设计，画面拍摄都很有感觉，最重要的是能真正走进这些人的生活中进行采访和记录，素材也很丰富！,0.9999
因为寒假作业《年味》刷到了,2022-01-13 11:30:25,3,评论,因为寒假作业《年味》刷到了,0.9999
厉害😄了,2018-06-25 09:55:55,5,评论,厉害😄了,0.5194
一进来我就鸡皮疙瘩，做得太棒了。,2021-11-29 12:14:06,4,评论,一进来我就鸡皮疙瘩，做得太棒了。,0.0018
棒棒哒????,2017-11-26 16:58:10,5,评论,棒哒?,0.7365
谢谢,2018-05-14 10:56:45,5,回复,谢,0.5111
怎么下载啊(=・ω・=),2017-11-06 19:36:29,5,评论,怎么下载啊(=・ω・=),0.0015
好想知道最后职员表的字体呀[羞羞]请问有谁知道吗,2021-05-08 11:20:45,4,评论,好想知道最后职员表的字体呀请问有谁知道吗,0.9999
我也做了一个，不过没有阿婆主的优秀BV1qA411L75X,2021-04-25 23:45:40,4,评论,我也做了一个，不过没有阿婆主的优秀BV1qA41L75X,0.9998
Up你用什么拍的啊,2021-02-01 21:39:33,5,评论,Up你用什么拍的啊,0.0045
up  这个背景音乐是什么啊  [大哭],2021-01-29 11:18:37,3,评论,up 这个背景音乐是什么啊 ,0.0635
好棒,2021-01-19 09:30:18,5,评论,好棒,0.9959
博主，想用下片头贴窗户的镜头。自己练习了作业了，,2020-12-04 20:38:36,4,评论,博主，想用下片头贴窗户的镜头。自己练习了作业了，,0.9999
up 在收音时您有用小蜜蜂之类的吗 收音好好哦,2020-10-31 14:20:45,3,评论,up 在收音时您有用小蜜蜂之类的吗 收音好哦,0.0011
同期声是单反直出，配音演播室录的,2020-10-31 19:39:39,5,回复,同期声是单反直出，配音演播室录的,0.9998
学前教育。没学过，要强迫参赛，我来了。[辣眼睛]别班疫情学了，我们疫情学简笔画，有点赶。,2020-10-26 15:28:17,5,评论,学前教育。没学过，要强迫参赛，我来了。别班疫情学了，我们疫情学简笔画，有点赶。,0.7863
万物理论我有资源,2017-07-21 23:04:15,2,评论,万物理论我有资源,0.1929
up向你的视频学习学习,2020-08-15 16:34:06,3,评论,up向你的视频学习,0.1027
做的很棒诶,2020-06-29 00:07:10,4,评论,做的很棒诶,0.9997
不错呀！,2020-06-18 15:41:26,6,评论,不错呀！,0.9987
真的非常棒啊！！！（来自小白的钦佩）,2019-03-21 09:44:56,5,评论,真的非常棒啊！（来自小白的钦佩）,0.9999
我挺喜欢的,2019-01-28 04:21:16,3,评论,我挺喜欢的,0.9994
孙媛.....,2019-01-23 00:43:38,5,评论,孙媛.,0.5718
UP主好棒(=・ω・=),2016-08-17 17:36:16,6,评论,UP主好棒(=・ω・=),0.9999
谢谢你~????????,2016-08-21 11:30:42,5,回复,谢你~?,0.2212
up主现在在哪更新视频啊，没看到新作品,2018-12-18 05:13:39,5,评论,up主现在哪更新视频啊，没看到新作品,0.001
还在b站哦,2020-07-08 12:28:06,5,回复,还在b站哦,0.9401
弹幕礼仪：不想看就走，别叽叽歪歪,2022-03-05 19:00:59,6,评论,弹幕礼仪：不想看就走，别叽歪,0.9994
upup我最近在做非遗剪纸的视频，可以借鉴一些东西吗[雪容融],2022-02-13 12:22:04,3,评论,up我最近在做非遗剪纸的视频，可以借鉴一些东西吗,0.9993
