中书舍人 介休 凤台 南丰 南平 参知政事 司马光 同平章事 吕公著 吕嘉问 吕惠卿 吕诲 唐介 四川 夏县 安徽 宰相 富弼 寿县 山西 廊坊 开封 御史中丞 恩荫 成都 抚州 提举市易 文彦博 文臣 曾布 检正中书五房公事 江苏 江西 江陵 河北 河北安抚使 河南 泉州 洛阳 浙江 湖北 灵寿县 王安石 登闻鼓院 皇帝 监开封安上门 眉山 知枢密院 知谏院 福州 福建 科举 章惇 统治者 继位 编修三司条例官 苏州 苏轼 范纯仁 莆田 蔡京 衢州 赵抃 赵顼 邓绾 郑侠 韩琦 韩绛 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.44070201192158626 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1568968203532133 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5013587461280158 0.0 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.16457019017473645 0.0 0.0 0.0 0.0 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.5340431896810952 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5340431896810952 0.0 0.0 0.0 0.0 0.4694321380909654 0.0 0.0 0.388031839839161 0.0 0.0 0.0 0.0 0.0 0.1671251953603242 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.175298805428438 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.47681050582018913 0.0 0.0 0.0 0.0 0.0 0.0 0.4191237329420241 0.0 0.0 0.47681050582018913 0.0 0.0 0.0 0.3464469941813743 0.47681050582018913 0.0 0.0 0.0 0.0 0.14921461498767424 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.4050395177876987 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.15980625067298393 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.510655737193757 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16762191231892576 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.510655737193757 0.510655737193757 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1568968203532133 0.0 0.0 0.0 0.0 0.0 0.44070201192158626 0.0 0.0 0.0 0.0 0.0 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16457019017473645 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5013587461280158 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16363347473524453 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5228855086619502 0.0 0.0 0.0 0.5228855086619502 0.35147872747424963 0.17163631484378009 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5228855086619502 0.0 0.0 

0.0 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.0 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.0 0.44070201192158626 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5013587461280158 0.0 0.1568968203532133 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16457019017473645 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4694321380909654 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.388031839839161 0.0 0.5340431896810952 0.0 0.0 0.0 0.1671251953603242 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.175298805428438 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5340431896810952 0.0 0.0 0.0 

0.5228855086619502 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16363347473524453 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.35147872747424963 0.17163631484378009 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5228855086619502 0.5228855086619502 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

