中江 九江 亳州知州 仙游 保定 军工补官 凤翔府知府 刘沪 参知政事 吕梁 四川 国子监直讲 夏竦 宰相 富弼 尹洙 山东 山西 延州指挥使 开封 徐州 御史中丞 恩荫 抚州 文臣 晏殊 杜衍 枢密使 枢密副使 欧阳修 武将 江苏 江西 河北 河南 泉州 泰安 洛阳 浙江 渭州知州 滕宗谅 狄青 王拱辰 皇帝 监进奏院 知谏院 石介 石城 福建 科举 绍兴 统治者 继位 绵阳 苏州 苏舜钦 范仲淹 蔡襄 谏官 赵祯 郑戬 陈执中 静边砦主 韩琦 马步军都部署 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.570702375382648 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19505450412519296 0.0 0.0 0.0 0.4995306951196553 0.0 0.0 0.0 0.0 0.0 0.37786190408561404 0.0 0.0 0.44903358434860663 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.205696002280524 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43694399755096097 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17061593132403427 0.0 0.0 0.0 0.0 0.4991985072144397 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4991985072144397 0.0 0.0 0.0 0.17992414559264444 0.0 0.0 0.0 0.4991985072144397 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.5086054043203071 0.5086054043203071 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5086054043203071 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17383101808289247 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.40017514832997425 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.18331463634930859 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4711568323228123 0.0 0.5382858871565124 0.0 0.0 0.18397520551146357 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.35639895510685127 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5382858871565124 0.0 0.0 0.0 0.0 0.0 0.0 0.1940122555086291 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.5501348808201441 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1880249513739941 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3642441709327645 0.0 0.0 0.43285090103967644 0.0 0.0 0.5501348808201441 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19828294147874115 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17061593132403427 0.0 0.0 0.0 0.0 0.0 0.0 0.43694399755096097 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17992414559264444 0.0 0.0 0.0 0.0 0.4991985072144397 0.0 0.0 0.0 0.0 0.0 0.4991985072144397 0.0 0.0 0.0 0.4991985072144397 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5501348808201441 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1880249513739941 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3642441709327645 0.0 0.0 0.43285090103967644 0.0 0.5501348808201441 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19828294147874115 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.408248290463863 0.0 0.0 0.0 0.408248290463863 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.408248290463863 0.408248290463863 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.408248290463863 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.408248290463863 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.48525852058114005 0.0 0.0 0.48525852058114005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16585152644759232 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.48525852058114005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17489981128811113 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.48525852058114005 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.48525852058114005 0.0 0.0 0.0 0.0 0.48525852058114005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16585152644759232 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.48525852058114005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.48525852058114005 0.0 0.0 0.17489981128811113 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4125237856958662 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.47129897461472275 0.0 0.16108043658754626 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3708221255066226 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.47129897461472275 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.47129897461472275 0.0 0.0 0.0 

0.0 0.0 0.0 0.4991985072144397 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17061593132403427 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43694399755096097 0.17992414559264444 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4991985072144397 0.4991985072144397 0.0 0.0 0.0 0.0 0.0 0.0 

0.4991985072144397 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43694399755096097 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17061593132403427 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4991985072144397 0.0 0.0 0.0 0.0 0.17992414559264444 0.0 0.0 0.0 0.0 0.0 0.4991985072144397 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

