,Unnamed: 0,word,count,情感分值
3583,3583,暖暖的,58,0.9911
3590,3590,邂逅,58,0.9612
3592,3592,亲切,58,0.9551
3594,3594,忘却,58,0.9071
3609,3609,蜜月,58,0.9217
3612,3612,源自,58,0.9126
3620,3620,梦境,58,0.9716
3621,3621,开开心心,58,0.9924
3633,3633,南宋,57,0.9294
3634,3634,念念不忘,57,0.9751
3636,3636,质感,57,0.9419
3638,3638,值得一提的是,57,0.9998
3640,3640,环保,57,0.9076
3654,3654,爆棚,57,0.979
3656,3656,华丽,57,0.9199
3696,3696,床品,56,0.9243
3706,3706,恰到好处,56,0.9908
3709,3709,入海口,56,0.9825
3712,3712,多带,56,0.9255
3714,3714,大快朵颐,56,0.9358
3716,3716,别样,56,0.9172
3727,3727,香脆,56,0.9865
3735,3735,跟随,56,0.9606
3738,3738,绵长,56,0.9395
3754,3754,好暖莘茶,56,0.9702
3764,3764,宽敞明亮,55,0.9958
3767,3767,民俗文化,55,0.9623
3774,3774,玩偶,55,0.9059
3782,3782,2017,55,0.9467
3786,3786,实用,55,0.962
3790,3790,很嫩,55,0.9728
3794,3794,澄澈,55,0.9136
3812,3812,舍不得,54,0.9203
3819,3819,尽兴,54,0.9627
3822,3822,小可爱,54,0.9801
3825,3825,太棒了,54,0.9037
3826,3826,眼花缭乱,54,0.9323
3839,3839,秋天,54,0.9298
3847,3847,必去,54,0.9954
3852,3852,八大,54,0.9604
3862,3862,美观,54,0.9268
3889,3889,nice,53,0.9534
3902,3902,独一无二,53,0.9854
3904,3904,船长,53,0.9204
3906,3906,妥妥,53,0.952
3913,3913,为数不多,53,0.9017
3920,3920,常绿,53,0.9642
3924,3924,超好,53,0.9924
3934,3934,过山车,53,0.9643
3949,3949,光影,52,0.9334
3951,3951,旅游胜地,52,0.9113
3965,3965,融为一体,52,0.9237
3973,3973,惊险,52,0.9155
3979,3979,园林景观,52,0.9851
3985,3985,美酒,52,0.915
4007,4007,辽阔,51,0.9164
4008,4008,实景,51,0.9162
4010,4010,挺大,51,0.9079
4012,4012,舒心,51,0.9148
4014,4014,宫崎骏,51,0.9779
4052,4052,满分,51,0.9932
4057,4057,环境优美,51,0.9484
4064,4064,猜猜,51,0.9044
4070,4070,棒棒,51,0.9788
4077,4077,回忆起,51,0.9746
4078,4078,独栋,50,0.9169
4093,4093,炙热,50,0.9365
4095,4095,靓丽,50,0.9534
4113,4113,光芒,50,0.971
4115,4115,SPA,50,0.9132
4126,4126,安逸,50,0.9529
4128,4128,每晚,50,0.9189
4158,4158,给力,49,0.9313
4164,4164,甜蜜,49,0.9312
4165,4165,每一处,49,0.9532
4167,4167,童趣,49,0.9027
4173,4173,世界各地,49,0.9248
4188,4188,OK,49,0.9181
4213,4213,越野车,48,0.948
4229,4229,单反,48,0.9005
4235,4235,利器,48,0.9538
4236,4236,最最,48,0.9509
4259,4259,赞不绝口,48,0.9916
4269,4269,阳光灿烂,48,0.9724
4281,4281,新开业,48,0.9775
4287,4287,古韵,47,0.9431
4290,4290,与众不同,47,0.9734
4295,4295,传奇,47,0.956
4297,4297,超值,47,0.9801
4308,4308,清代,47,0.924
4312,4312,味道鲜美,47,0.9683
4313,4313,一切都是,47,0.918
4319,4319,童话世界,47,0.9956
4328,4328,独具特色,47,0.9677
4351,4351,交给,46,0.9021
4354,4354,各有,46,0.9169
4355,4355,渡轮,46,0.9127
4392,4392,迷路,46,0.962
4407,4407,合照,46,0.9231
4408,4408,一幕,46,0.9327
4410,4410,烤乳猪,46,0.9583
4427,4427,角色,46,0.9188
4434,4434,一绝,45,0.9053
4435,4435,绝配,45,0.9891
4436,4436,气质,45,0.9449
4447,4447,实用信息,45,0.9757
4455,4455,象拔蚌,45,0.9209
4464,4464,独有,45,0.9737
4468,4468,革命,45,0.9224
4469,4469,灵动,45,0.93
4476,4476,生活气息,45,0.9908
4503,4503,声名大噪,45,0.9384
4514,4514,喝性,45,0.9299
4530,4530,静静,44,0.9517
4534,4534,高山,44,0.9146
4543,4543,少年,44,0.9484
4546,4546,默默,44,0.9337
4549,4549,纯天然,44,0.9303
4555,4555,空中飞人,44,0.9181
4571,4571,太好了,44,0.9825
4574,4574,欢喜,44,0.9062
4577,4577,伴着,44,0.9051
4585,4585,爆好,44,0.9937
4593,4593,选暖莘好,44,0.9805
4595,4595,事项,44,0.9087
4600,4600,大块朵颐,44,0.9092
4611,4611,祝福,43,0.9853
4642,4642,超赞,43,0.9893
4657,4657,海参,43,0.9252
4665,4665,特制,43,0.9274
4669,4669,超棒,43,0.9975
4676,4676,自信,43,0.9371
4677,4677,执着,43,0.9781
4684,4684,变幻,43,0.979
4706,4706,色香味,42,0.9888
4711,4711,礼物,42,0.9285
4716,4716,消食,42,0.9582
4726,4726,太好,42,0.9235
4743,4743,友谊,42,0.9475
4744,4744,仙境,42,0.9596
4753,4753,海岸边,42,0.934
4757,4757,具备,42,0.9538
4766,4766,带我去,42,0.99
4797,4797,心识,42,0.9822
4801,4801,很多很多,41,0.9378
4806,4806,看书,41,0.9027
4816,4816,眼光,41,0.9014
4821,4821,认可,41,0.9267
4825,4825,延续,41,0.918
4830,4830,营养价值,41,0.9434
4834,4834,有幸,41,0.9258
4835,4835,皆宜,41,0.9354
4850,4850,征服,41,0.9805
4875,4875,无私,41,0.9158
4885,4885,天使,40,0.9059
4894,4894,之谜,40,0.9329
4908,4908,静静地,40,0.9762
4919,4919,帅哥,40,0.9443
4931,4931,不由自主,40,0.9661
4937,4937,络绎不绝,40,0.9622
4938,4938,第一眼,40,0.9501
4962,4962,罗马式,40,0.9034
4971,4971,睡前,40,0.9735
5007,5007,安全感,39,0.9236
5008,5008,莫过于,39,0.9027
5010,5010,定好,39,0.9826
5021,5021,绿意盎然,39,0.9828
5025,5025,朴实,39,0.9333
5030,5030,热带海洋,39,0.9858
5038,5038,眼神,39,0.9507
5042,5042,滑板,39,0.9208
5044,5044,天气晴朗,39,0.9665
5053,5053,情调,39,0.9007
5055,5055,认证,39,0.9207
5059,5059,营养物质,39,0.9353
5072,5072,韧性,39,0.914
5082,5082,必先予之,39,0.9998
5093,5093,欲罢不能,38,0.9863
5114,5114,饕餮,38,0.9594
5117,5117,付出,38,0.9352
5129,5129,喝一杯,38,0.9274
5130,5130,简洁,38,0.9437
5132,5132,喷发,38,0.9235
5136,5136,美食城,38,0.9418
5150,5150,天气炎热,38,0.9509
5151,5151,茶香,38,0.9584
5152,5152,贵妃,38,0.9586
5154,5154,商务车,38,0.9264
5194,5194,双早,38,0.9641
5206,5206,免费参观,37,0.9807
5217,5217,落水,37,0.9192
5222,5222,很美,37,0.9971
5224,5224,相得益彰,37,0.9051
5231,5231,带到,37,0.9111
5255,5255,相识,37,0.9087
5264,5264,每种,37,0.9325
5265,5265,真不错,37,0.9855
5273,5273,狂欢,37,0.9289
5279,5279,赏心悦目,37,0.9512
5288,5288,小白车,37,0.9293
5293,5293,舒畅,37,0.9545
5295,5295,最快,37,0.9797
5326,5326,醒来时,37,0.9479
5338,5338,俱全,36,0.9064
5342,5342,洒脱,36,0.9517
5367,5367,孤独,36,0.9784
5372,5372,风景如画,36,0.9912
5376,5376,好几家,36,0.9314
5383,5383,转眼,36,0.9345
5388,5388,BBQ,36,0.9135
5405,5405,亲民,36,0.9038
5410,5410,温润,36,0.919
5414,5414,离不开,36,0.9417
5417,5417,一景,36,0.9133
5453,5453,浴袍,35,0.9129
5465,5465,很爽,35,0.9968
5469,5469,蛮大,35,0.9143
5470,5470,滋润,35,0.9202
5471,5471,神器,35,0.9093
5476,5476,波澜壮阔,35,0.978
5480,5480,自由自在,35,0.9091
5482,5482,雅致,35,0.9399
5485,5485,寺庙,35,0.911
5534,5534,梦里,35,0.9874
5565,5565,蛮有意思,35,0.9807
5572,5572,好找,34,0.9158
5611,5611,不虚此行,34,0.9332
5617,5617,没得说,34,0.9573
5642,5642,美得,34,0.9928
5651,5651,纯手工,34,0.9455
5661,5661,必选,34,0.9662
5665,5665,着迷,34,0.9798
5666,5666,轻柔,34,0.9554
5671,5671,好大,34,0.9614
5677,5677,友情,34,0.9058
5703,5703,风景秀丽,33,0.9768
5711,5711,跨年,33,0.965
5722,5722,火热,33,0.9217
5726,5726,英雄,33,0.908
5737,5737,一览无余,33,0.9151
5739,5739,爱情故事,33,0.9909
5762,5762,飞快,33,0.9757
5775,5775,不舍,33,0.9574
5776,5776,尽显,33,0.9239
5782,5782,狂奔,33,0.9044
5783,5783,惊险刺激,33,0.9975
5786,5786,雄伟壮观,33,0.9094
5794,5794,故居,33,0.92
5815,5815,欢笑,32,0.9566
5821,5821,谢谢,32,0.9411
5830,5830,亲子活动,32,0.9686
5845,5845,第五次,32,0.9174
5857,5857,不用说,32,0.9103
5859,5859,超美,32,0.9691
5860,5860,均匀,32,0.9689
5865,5865,蓝白色,32,0.9435
5869,5869,老少皆宜,32,0.9974
5874,5874,遨游,32,0.928
5884,5884,很足,32,0.981
5898,5898,吃水果,32,0.9154
5900,5900,高高的,32,0.9228
5911,5911,快到,32,0.9467
5913,5913,抑制,32,0.9188
5917,5917,极力推荐,32,0.996
5926,5926,梯田,32,0.9453
5927,5927,下定决心,32,0.9696
5937,5937,联系电话,32,0.94
5940,5940,展览,31,0.9061
5949,5949,美好时光,31,0.9986
5958,5958,一对一,31,0.916
5963,5963,澎湃,31,0.9185
5976,5976,强大,31,0.9546
5982,5982,半山腰,31,0.9573
6010,6010,很甜,31,0.9147
6026,6026,好人,31,0.9578
6040,6040,乌云,31,0.9022
6041,6041,超爱,31,0.9975
6049,6049,集美,31,0.9966
6063,6063,男朋友,31,0.9072
6072,6072,大晴天,31,0.9252
6085,6085,茶艺,31,0.9002
6105,6105,亲朋好友,30,0.9248
6107,6107,出色,30,0.9317
6110,6110,旅行者,30,0.937
6112,6112,优惠活动,30,0.991
6115,6115,闭上眼睛,30,0.9078
6121,6121,久违,30,0.9252
6124,6124,缘分,30,0.9756
6131,6131,帅气,30,0.988
6132,6132,透彻,30,0.9425
6144,6144,大名鼎鼎,30,0.907
6145,6145,相伴,30,0.934
6153,6153,错落有致,30,0.9291
6161,6161,眼前一亮,30,0.9766
6181,6181,高颜值,30,0.9538
6184,6184,幽静,30,0.9386
6185,6185,挺好吃,30,0.9937
6207,6207,过滤,30,0.9081
6224,6224,蜜月旅行,30,0.9924
6269,6269,留香,29,0.9705
6274,6274,畅玩,29,0.9412
6288,6288,搭配着,29,0.9253
6310,6310,气势恢宏,29,0.9332
6340,6340,和煦,29,0.9113
6348,6348,脆脆,29,0.9189
6356,6356,相遇,29,0.9548
6378,6378,追着,29,0.9052
6383,6383,无可挑剔,29,0.9922
6389,6389,风和日丽,29,0.9011
6400,6400,各有特色,29,0.9928
6402,6402,倔强,29,0.946
6409,6409,血糖,29,0.91
6428,6428,值得一看,28,0.983
6432,6432,干干净净,28,0.9378
6438,6438,媲美,28,0.9255
6446,6446,公道,28,0.9461
6450,6450,出众,28,0.9561
6456,6456,轻盈,28,0.9792
6466,6466,文化底蕴,28,0.9619
6484,6484,构图,28,0.907
6485,6485,意犹未尽,28,0.9933
6489,6489,国际化,28,0.9266
6492,6492,正对着,28,0.9073
6501,6501,大方,28,0.9479
6503,6503,荣获,28,0.9092
6517,6517,世外桃源,28,0.976
6518,6518,名不虚传,28,0.9824
6520,6520,实力,28,0.9435
6523,6523,娱乐活动,28,0.9771
6533,6533,中带,28,0.9596
6538,6538,旖旎,28,0.9158
6551,6551,并存,28,0.9182
6555,6555,心意,28,0.9124
6562,6562,蔓延,28,0.9421
6566,6566,真好,28,0.9893
6567,6567,善良,28,0.9196
6580,6580,掌控,28,0.9191
6627,6627,新颖,27,0.9398
6632,6632,歌声,27,0.9211
6638,6638,太赞,27,0.9205
6640,6640,特地去,27,0.9327
6641,6641,一口气,27,0.9482
6644,6644,很强,27,0.9791
6667,6667,新体验,27,0.9724
6703,6703,沉醉,27,0.9709
6713,6713,全天候,27,0.9706
6719,6719,碧波荡漾,27,0.9691
6724,6724,长裤,27,0.9254
6742,6742,静下心来,27,0.9939
6748,6748,花草,27,0.9126
6755,6755,嫩嫩的,27,0.9963
6757,6757,清热解毒,27,0.9867
6776,6776,四季如春,27,0.9861
6779,6779,感悟,27,0.9423
6816,6816,大饱口福,26,0.9961
6835,6835,大学毕业,26,0.9819
6840,6840,萌萌,26,0.9422
6842,6842,78,26,0.9506
6854,6854,蜂蜜,26,0.9314
6860,6860,ThisisamodalwindowBeginningofdialogwindowEscapewillcancelandclosethewindowEndofdialogwindow,26,0.9964
6870,6870,双床,26,0.9065
6883,6883,必看,26,0.9722
6898,6898,暖阳,26,0.9129
6900,6900,极佳,26,0.9867
6909,6909,取名为,26,0.9275
6913,6913,吸引住,26,0.9473
6916,6916,层层,26,0.9232
6927,6927,着重,26,0.9359
6946,6946,物美价廉,26,0.9635
6948,6948,桥萌,26,0.9979
6949,6949,甜美,26,0.9136
6954,6954,虽美,26,0.9924
6962,6962,销魂,26,0.9481
7002,7002,球类运动,26,0.9721
7022,7022,悠闲自在,25,0.9854
7033,7033,晚安,25,0.9858
7051,7051,深厚,25,0.9251
7067,7067,不二法门,25,0.9686
7072,7072,特饮,25,0.9145
7077,7077,美到,25,0.9931
7114,7114,佳肴,25,0.9051
7124,7124,感情,25,0.9228
7125,7125,定居,25,0.9494
7129,7129,美如画,25,0.948
7149,7149,活动区,25,0.9493
7155,7155,各具特色,25,0.9923
7171,7171,很香,25,0.9923
7174,7174,第一场,25,0.9265
7179,7179,告白,25,0.9544
7183,7183,影视剧,25,0.9735
7198,7198,美人蕉,25,0.9153
7199,7199,号楼,25,0.9395
7227,7227,试一试,24,0.9864
7229,7229,萌化,24,0.9327
7233,7233,悠闲地,24,0.9408
7236,7236,那段,24,0.9364
7251,7251,静好,24,0.9984
7255,7255,新鲜空气,24,0.9324
7260,7260,保持平衡,24,0.9972
7265,7265,思绪,24,0.9067
7281,7281,层次感,24,0.9216
7285,7285,值得注意,24,0.9379
7300,7300,优良,24,0.9565
7319,7319,上瘾,24,0.9486
