,name,time,content,transmit,comment,praise,emotion_score
445,放不下心中那一份真情,04-09,关于此次疫情 一阐提对上海人民的祸害的 补偿方案 讲一下 等这一波疫情过后 就是一阐提死后 还有 半个月的时间 每户将拿到 不低于1万元的生活补助 按户籍分配 外来户口每人10元 抢到菜的 拿着交易记录 去社区报销 政府将按照 价格的两倍报销 并且每人可以拿到 50元的补助 没抢到菜的 ​,0,0,0,0.0637
446,银川广播电视网,04-09,社区疫情防控，银川有你真好！,0,0,0,0.9697
447,粤事情报站,04-09,突然被通知隔离，需要准备些什么物品呢？这份清单请收好→假如突然接到被隔离的通知，一时间不知道准备些什么物品？我们为大家整理了一份,6,0,6,0.0555
449,隔壁老王带你笑,04-09,疫情期间不好买菜，男子钓到大鱼后却选择放生：因为它肚子里有很多鱼籽。,0,0,0,0.0943
450,未来网,04-09,安徽50余医护人员425吨物资驰援上海,6,8,219,0.4802
451,阿发-穿线师,04-09,魔都的疫情…,0,1,0,0.3367
452,姜来姜姜姜姜,04-09,《再见 最后的上海》,3,11,28,0.6916
454,小白杨要快乐呀,04-09,60块盲盒八斤到了 真心不错,0,1,1,0.9896
455,南昌发布,04-09,疫情防控江西在行动,0,0,0,0.6272
456,北方新报,04-09,如何正确保存蔬菜？这份指南请收好疫情原因，不少市民居家隔离不能出门，开启了囤菜模式。叶子菜、根茎菜、果蔬菜、菌菇、调味菜，这五类菜该如何保存？这份指南请收好。,0,0,0,0.1458
457,Hommie琢磨,04-09,无锡106,12,22,275,0.8586
458,宝贝予甜,04-09,Aᴘʀɪʟ.9,0,20,144,0.6105
461,一碗荤豆花,04-09,江苏宿迁一学校123名师生感染新冠,46,75,1818,0.6492
462,长春西门大官人,04-09,疫情期间，男子下楼溜达，不听支援民警劝阻，楼上居民看不下去了…,9,71,112,0.0247
463,福州火车站,04-09,瞰见｜“吉林一号”卫星带你“云踏春”因为疫情的原因我们未能畅快拥抱春天，但我们可以从卫星视角领略春色之美，“吉林一号”卫星从太空传回了一组祖国大地春日景色的卫星影像，跟随“吉林一号”“云踏春”。（视频来源：新华社）,0,0,0,0.9636
464,界面新闻,04-09,上海将依据风险程度大小，按照三区划分原则阶梯式管理为有效遏制疫情扩散蔓延，尽快实现社会面动态清零的目标，上海根据国家新冠疫情社区防控的有关规定，结合之前多轮筛查的情况，拟再开展一次全员核酸检测，根据检测结果分析研判，实施分区分级差异化防控，依据风险程度的大小，按照三区划分原则 ​,0,1,4,0.7196
465,忍者冬眠,04-09,我们的领居情绪是激动了，可是我们沟通一周未果。楼里不消毒，身着防护服的不进楼，反而三番两次让我们居民下楼使用电梯相互感染，提出方法不实用，不接电话或者挂断电话，我们真的没有办法了！,11,8,11,0.1015
467,深圳商报,04-09,“战疫”平常心 发现一起就扑灭一起！| 速观察周六早上，深圳发布每日疫情通报，4月8日0-24时，深圳新增1例新冠肺炎确诊病例，在社区筛查中发现。,0,0,0,0.8433
468,蔡雅奇刑法,04-09,省会城市基层法院法官助理投稿。,1,37,130,0.0488
469,三坊七巷官博,04-09,坊巷·花事| 人间四月芳菲尽，最美不过“四月雪”坊巷内百年的流苏王，静飘雪在四月的季节里。延伸苍穹的枝干，虬龙一般，蜿蜒在白墙灰瓦之上的远方。“一年春景莫错过，最是花开好看时。”拥抱春天，在三坊七巷收获一场心随花动。愿疫情终时，春光正好，花开正盛。,0,0,0,0.9949
470,辽宁消防,04-09,长春新增本土确诊150例,1,4,5,0.8869
471,我苏特稿,04-09,苏州市疫情防控202年第93号通告,9,26,77,0.3726
472,娱乐牛小妹,04-09,大S的老公具俊晔又失业了！,135,23,39,0.2371
473,张浩昕,04-09,晚上好 再晚就要早上了 还是晚上好吧,29,318,4420,0.7946
474,成都地铁运营,04-09,成都生活,0,6,7,0.9553
475,天后收集员,04-09,张惠妹演唱会Day6 她得的金曲奖比我还多💥,0,5,4,0.9121
477,斗西,04-09,疫情爆发后，我妈三天两头给我电话，而我每天顾着抢菜和确保同事生活工作正常运转，有时没空回她，经常不耐烦的挂断电话。,1,18,61,0.1412
478,安徽发布,04-09,温馨提示,0,0,0,0.9243
479,青岛市文化和旅游局,04-09,青旅漫游 放肆生活,1,0,2,0.9536
481,嘉兴咖啡爸爸,04-09,嘉兴身边事,1,5,4,0.5607
482,遇见福州,04-09,小福分享,0,0,1,0.9696
484,王语兮兮,04-09,二战考研机械专硕调剂，好迷茫，转材料可以吗？有经验的大佬能不能指点一下,1,7,2,0.3419
485,一只淖尔猫,04-09,是春也是夏🌿,0,1,5,0.6395
486,柳州公安,04-09,他们为“准妈”们护航近日，浦东公安分局接连接到群众求助，孕妇临盆、羊水破裂.对此，浦东警方全力以赴，警医联动，开辟绿色通道，为这些“准妈们”保驾护航。,1,1,2,0.0952
487,鼎盛飞豹,04-09,三月全国主要发生疫情地区状况 ​,12,8,33,0.3643
488,山西共青团,04-09,山西疫情,0,1,1,0.5285
489,河北新闻哥,04-09,4月8日河北新增本土确诊2例,19,19,1390,0.7333
490,为有书香来,04-09,长春新增本土确诊150例,1,0,6,0.8869
492,东方网,04-09,直播回放 | 上海市新冠肺炎疫情防控新闻发布会今天（4月9日）10:0，上海举行新冠肺炎疫情防控工作新闻发布会（第148场），邀请上海市副市长、市疫情防控工作领导小组副组长宗明，市卫生健康委主任邬惊雷，市商务委主任顾军，介绍上海疫情防控最新情况，一起关注！,16,82,370,0.9822
493,勤奋哥,04-09,举国援助之前，,9,8,32,0.4443
494,烧伤超人阿宝,04-09,上海新增感染中，未管控群体中发现的感染者始终处在高位不见回落。,28,92,378,0.3376
495,并不软的软喵子,04-09,我真的觉得情绪稳定的人很牛逼，其牛逼程度不比会赚钱的差。,377,378,4398,0.2995
496,南宁消防,04-09,蓝姐抗疫手势舞一起来和,0,2,6,0.9717
497,意难平bot--,04-09,和意难平的故事,0,17,84,0.136
498,踏雪寻梅画卿颜,04-09,华东师大回应为留学生过生日,687,787,11226,0.6889
499,陈龙,04-09,昨晚睡前又看了眼孩子写给我的纸条，谢！爸不是医生没有救死扶伤的本事，更没有保护上海的能力，但爸想你们知道人与人之间是需要团结互助的，有很多叔阿姨和爸一样心甘情愿的为社区为这座城市出一份力！让上海生病的是病毒🦠而不是被病毒感染的人和动物，他们是这次疫情的受害者是最需要医 ​,601,1211,8236,0.7816
500,宅数码Kael,04-09,上海新增本土确诊824例无症状20398例,7,25,33,0.6641
502,搁浅七里,04-09,看邻居打牌（疫情版） ​,0,6,12,0.2118
503,最后一支多巴胺,04-09,现在有停尸间的医院不多，基本上都是直接拉入殡仪馆。疫情之前，也还存在拉回家办丧事的情况。现在，基本上没有了。 ​,0,3,4,0.0503
504,小美doris,04-09,疫情下的阳朔人少的有点心疼 希望赶快恢复原状,0,4,6,0.3823
505,钱报_嘉兴,04-09,管窥上海,0,0,0,0.7887
506,清风中原,04-09,清风资讯,1,2,0,0.8657
507,南昌发布,04-09,南昌全力抗击疫情,0,0,2,0.4681
508,新寓-NewAptism,04-09,春芳争艳丨青岛超美的赏花攻略来了🌸,0,0,0,0.9656
509,SN集团名誉董事长的儿媳妇,04-09,疫情封闭期间，有钱人在高档小区阳台因为无聊开音乐会还注明了dres code，穷人嚒抢不到菜快饿死了… ​,2,0,12,0.1202
510,老年少女蔡大喵,04-09,我难受的睡不着觉，工作公司倒了，没有赔偿。疫情封控没有收入，房租马上又要交了。吃饭天都要记算着能不能等到解封，不想买高价菜，玩不起。这世上的资源都是往不缺他的人身上跑的。真TM晦气的202,5,39,113,0.0018
511,浦东男小歪,04-09,看了一下疫情地图,0,1,4,0.6933
512,长春门咖,04-09,长春爆料,0,12,13,0.1481
513,秦州融媒,04-09,疫情防控 甘肃在行动,16,31,31,0.8596
515,秦州融媒,04-09,疫情防控 甘肃在行动,14,29,29,0.8596
516,广州交通,04-09,广州交通快讯,4,0,1,0.8355
517,等到冬至了,04-09,我想看到没有疫情的世界 ​,0,0,11,0.6274
518,胜利主义章北海,04-09,华东师大回应为留学生过生日,278,1294,22011,0.6889
519,S宋姗姗S,04-09,也不知道封城第几天了,0,2,6,0.2172
522,中国反邪教,04-09,六大银行独家回应：满足条件客户，可申请房贷延期还款政策。（央视新闻）,31,16,73,0.0515
523,淋淋七_,04-09,疫情到底什么时候才能过去,0,6,11,0.2573
524,昂仔大连疯跑,04-09,新星v计划,0,0,1,0.7312
525,暗星之岛DSI,04-09,更新几张阳光下的,2,23,59,0.7863
526,用户7490035733,04-09,同济大学疫情,2,0,38,0.3585
527,小小美琪酱,04-09,上海疫情,56,105,1222,0.632
528,哈尔滨铁路,04-09,在路上看中国,0,0,1,0.7412
529,吃瓜大当家,04-09,近日，有媒体爆料黄渤和梅婷在深圳某小区拍戏，部分业主担心会增加疫情防控风险，于是报警要求剧组暂停拍摄工作，撤出小区。,109,0,165,0.0505
531,我是阿瓜吖,04-09,我就想问一句，因为疫情被隔离在家上网课，她对象教高三上个周开学回学校了，目前家里剩她和孩子。她说要照顾孩子不能上网课也没法做课件，意思就是接下来的时间在家全职看孩子，我觉得简直不可理喻，是我太无情了吗？,0,65,34,0.0043
532,半月谈,04-09,关注上海疫情,1,2,11,0.8018
533,一兔我饮酒醉,04-09,上海新增本土确诊1015例无症状2609例,2,17,54,0.6641
534,李苦舟,04-09,《新冠疫情封城之我有一个农场空间》 ​,3,3,7,0.6729
535,双流发布,04-09,四川乐山犍为县3人涉嫌妨害传染病防治罪被依法立案侦查经调查：3月27日，黄某与莫某（男，42岁）、余某（男，42岁）从上海经成都回犍后，未遵守疫情防控的相关规定，违规组织聚集聚餐，多次外出购物，造成疫情传播的严重危险，影响恶劣。根据《中华人民共和国刑法》第三百三十条之规定，莫某 ​,10,10,19,0.0041
537,三秦船长,04-09,最近突然就想通了,0,0,2,0.1546
538,shireenyy,04-09,今天早餐断粮了真的很难过,0,5,4,0.3719
539,广州日报,04-09,自4月7日起，广州番禺区钟村街部分区域采取临时管控措施根据疫情防控工作需要，广州市番禺区新型冠状病毒肺炎疫情防控指挥部决定自202年4月7日起对番禺区钟村街部分区域采取临时管控措施。现将具体事项通告如下：,23,27,57,0.3913
540,淮南发布,04-09,淮南发布,3,6,21,0.4998
541,潘潘猫,04-09,能顺利观看这场演出，真是开心啊。散场后我排队买了《只此青绿》的周边纪念品，准备送给支持我的你们。希望，你安好，我无恙，愿疫情早日散去，人的行程码,7,54,631,0.9965
544,剧综学姐,04-09,具俊晔，“搭”上大S的第一波好处，宣告失利！,132,0,227,0.3847
545,晋江新闻网,04-09,晋江人一起战“疫”,0,0,0,0.6659
547,荆门市东宝区人民检察院,04-09,普法课堂,1,38,24,0.8044
548,Yoki_趙萌萌,04-09,在暮春的一个下午,2,13,10,0.8058
549,红皮胖子小铲,04-09,最近形势依旧不是很好，虽然我自己囤货充足，但为了应对未来不确定性，一天只吃1-1.5顿，不饿不吃。,38,490,2760,0.1527
550,车轮上的世界,04-09,恐怖荒原 I 。这里是人类的禁区，平均海拔50米以上，没有铺装公路，冰雪铺满苍茫大地！符智老湿辛苦勘探、已经妥准备上手的极境中国极限之旅，被讨厌的疫情搁置了下来，提前预告和回味一下恐怖而有趣有料的荒原之旅，很刺激！,1,0,4,0.9959
551,·秘密龟园·,04-09,疫情快点结束吧 想出去玩了🌷,0,25,44,0.4589
553,YIBO-或许楠木,04-09,等疫情结束了,5,35,21,0.4948
554,粗大的铅笔,04-09,太原疫情,0,40,31,0.5433
555,中国石化胜利油田,04-09,多彩油城,22,5,14,0.8018
556,从明天起晒晒太阳,04-09,黄渤梅婷小区拍戏遭业主驱赶,0,1,30,0.0864
557,Toxicant_D,04-09,建议今晚去抢菜的明天自觉隔离在家，这种密集性的万一中枪后果不堪设想,0,14,13,0.0996
558,fangfangfly,04-09,靠旅行回忆撑着的被疫情偷走的时光,0,0,1,0.7208
559,鍋盖頭司令,04-09,看了一篇关于上海抗击疫情的文章，是一位超市店长的自述，他和10多名店员在超市打地铺，为上海的朋友提供各种各样的物资，连续32天…,69,201,680,0.88
560,官姥爷爱旅行,04-09,春来四月，百花盛开，时逢疫情抬头，不能远行，就把身边的景色拍下来，分享给远方的亲人们，尤其是草未绿花还没开的东北，把春天带回家。,0,0,0,0.9067
562,鹤慕x,04-09,总结：疫情这三年我什么都没做成,0,16,29,0.0824
564,橙子面面,04-09,无锡疫情,0,6,32,0.5963
565,高兴开心的爸爸,04-09,无锡疫情,0,11,18,0.5963
566,卖皮草的CC,04-09,好不容易调整心态 4月想回归工作的,0,57,50,0.4665
567,一只企鹅的忧伤,04-09,远亲表弟被派跟合作公司对接，结果发现对方对接工作的负责人是表弟学生时期的死对头,0,6,31,0.0774
568,阿末儿_ies,04-09,无锡疫情,0,6,39,0.5963
569,松鼠2坚果,04-09,肖战工作室转让商标,0,0,29,0.4176
570,时乐_shile,04-09,上海,6,21,65,0.7355
571,反黑绿组阿Sir,04-09,上海新增本土确诊824例无症状20398例,284,187,2264,0.6641
572,熊以巴短,04-09,所以达康书记真的只存在于电视剧里，人民的名义，廊坊不配有,0,4,23,0.0647
573,中国新闻周刊,04-09,吉林省：,12,15,76,0.657
574,令狐有根葱,04-09,江西援沪医护人员的抗疫日记,4,3,3,0.7046
575,娱儿园一姐,04-09,黄渤梅婷小区拍戏遭业主驱赶,155,0,367,0.0864
577,巴比松ML,04-09,继疯县那事之后，我基本不发涉及国内的消息了…但为了这位于上海，四个月孩子的母亲，我要破例发一次，呼吁有关部们关注！帮他们！,71,40,153,0.6792
578,JINGYUN-3-,04-09,跟我的朋友从地下车库见面，骑着电驴，公放《New boy》一路到医院，往好处想，大家一起打地铺群居的日子疫情过后应该不会再有，我也希望不会再有，晚安😴,0,5,16,0.554
579,Torrr有鲤,04-09,全国人民可以都来欣赏下无锡疫情的106号通告了。不是正常人可以想出来的。想骂已经骂不动了的那种。 ​,0,12,39,0.1166
580,986路上好朋友,04-09,关于延期举行辽宁省202年上半年 全国高等教育自学考试的公告,2,23,53,0.8223
581,肖鹏0726,04-09,上海疫情,4,4,38,0.632
582,刘洪仁-爸爸的育儿思考,04-09,上海疫情,3,18,44,0.632
584,无水印表情包bot,04-09,沙雕表情包（礼貌拿图,1,7,39,0.7184
585,Eliaukipp,04-09,希望疫情赶快过去 好想和姐妹们在美的春天见面,0,2,13,0.986
587,-四分三十三秒-,04-09,希望疫情早日结束。🙏 ​,4,21,187,0.4094
588,沪佃真人,04-09,九亭疫情,0,16,23,0.3992
589,_hangggg,04-09,爱意东升西落，浪漫至死不渝✨,3,56,351,0.9802
590,桃桃鹿s,04-09,前年夏天的时候去过一次重庆。,0,0,0,0.5651
591,SuckerForYa,04-09,经历过这次疫情完全见证到了猫狗是如何一步被驯化成宠物的 ​,2,0,11,0.292
592,张小小-L,04-09,上海4月9日全市开展抗原检测,4,30,252,0.6653
593,michikoFL_是风铃,04-09,有一些北京人是这样的！,1,2,0,0.4137
594,黑龙江日报,04-09,本土新增1+5！黑龙江省最新疫情通报,3,6,10,0.8436
595,金玉菠萝生椰乳,04-09,无锡疫情,0,1,19,0.5963
596,蓝蓝蓝莓果儿,04-09,无锡疫情,2,5,26,0.5963
597,芋圆盐盐,04-09,“是我的氟西汀”,0,6,20,0.3836
598,缩在时光机里数羊,04-09,现充一下,0,8,19,0.7733
599,半月谈,04-09,上海市网信办：关于进一步查处网络圈群造谣行为的公告,14,67,352,0.0183
600,每益天都有你,04-09,居家隔离第五天,0,11,19,0.3055
601,秘密小熊基地,04-09,南师大疫情,0,11,27,0.5548
602,偶然小小努力,04-09,无锡疫情,0,17,21,0.5963
603,VVVV587,04-09,九亭疫情,0,4,16,0.3992
605,罗小卫,04-09,上海一小区核酸现场发包菜：居民人手一颗,12,13,43,0.3784
606,不是__山谷,04-09,九亭疫情,0,10,32,0.3992
607,阿司匹林是你嘛,04-09,无锡疫情,0,1,39,0.5963
608,Icequit冰块逃逸,04-09,恋与市的日常,0,4,18,0.5883
609,美术生2B青年,04-09,疫情好了，想去露营 ​,1,9,20,0.8688
610,牙齿矫正徐巍娜医生,04-09,疫情硬通货“土豆”实在吃腻了！,6,1,6,0.0983
611,tekilor1198,04-09,合肥疫情,1,5,38,0.447
612,谢幕去纽约,04-09,奥密克戎病亡率和流感相似是严重误导,1,4,27,0.0462
613,悠了个喵,04-09,小户型不配吃菜吗？,0,5,36,0.0098
614,馨彤Y,04-09,上海4月9日全市开展抗原检测,0,0,33,0.6653
615,WanIrenemo,04-08,刘恺威的行走日记,0,0,26,0.8289
616,鱼总-A4TYPHOON,04-08,群里好几个上海的朋友说，这疫情过去了要立马跑去吃火锅。,3,42,148,0.7814
618,Y蹦哒蹦哒哒哒哒,04-08,啥时候能没有疫情捏,0,4,8,0.3394
619,牛山大稻,04-08,每日一问，这该死的疫情什么时候能过去，好🐔儿烦啊 ​,0,39,40,0.3136
620,冯木木LRIS,04-08,疫情期间喝茶了只能,1,2,27,0.1458
621,紫菜海苔卷薯条,04-08,说点什么呢,0,2,6,0.3411
622,葫葫就是小葫葫呀,04-08,南通疫情,0,18,19,0.5971
623,是快乐小锅了,04-08,无锡疫情,0,0,19,0.5963
624,danlanqiqi,04-08,OH小铺,2,3,9,0.6105
626,NonG_-DaToU,04-08,近来吃好 睡好 身体好,0,9,18,0.9777
627,I慕容德音,04-08,上海回应外区买到宝山月浦镇抗疫物资,0,0,21,0.8703
628,没毛铁老病,04-08,潍坊开学,0,1,29,0.8172
629,新闻一加一,04-08,五大行回应疫情不能按时还房贷问题,0,1,4,0.0332
630,米菲小丸子,04-08,无锡疫情,0,0,17,0.5963
631,savoysteam,04-08,最近越来越多朋友让我“回国前抓紧时间玩”。今天玩滑索的时候被喊摘口罩（怕被器械挂住），工作人员也没戴口罩，我滑下去前还对我喊了声enjoy，大家都笑得特别开心，恍惚间仿佛回到了疫情前。 ​,0,0,9,0.9192
632,小y爱小祝,04-08,- “把春天装进口罩里🍃”,0,3,8,0.2193
633,AaVvLIN娜,04-08,下次再遇到喜欢的人，千万要记得提醒自己，只做朋友，只谈笑风生，不可以动情，不远不近的欣赏，淡的喜欢。,1,5,7,0.9497
634,从前的日光,04-08,无锡疫情,1,4,18,0.5963
635,厄里斯魔镜中的我自己,04-08,都说疫情偷走了青春,0,1,5,0.3339
636,上海市场监管,04-08,上海昨天新增无症状感染者近1.7万 怎样科学理解这个数字？当前，上海疫情防控正处在关键期，全市新增感染者数量仍处于高位。上海市昨天（6号）公布的新增无症状感染者近1.7万，数字又创了新高。,76,10,10,0.6872
637,也三窟,04-08,公司今天开线上茶话会，本意是为了缓解大家疫情中的压力，聊完之后我心脏疼，肺泡炸，因为几位同事建议大家少看新闻—“新闻都是坏的都是假的，都会被辟谣，还是要正能量一点”。正能量你妈逼，我大学恨这词现在也恨，我觉得你们这些破铜烂铁的心理健康一文不值，我的也一样，有多少恶我就要看多少恶 ​,0,0,6,0.0029
638,Judy是居居鸦,04-08,这两天算是人生中十分奇幻的两天，第一次感觉离疫情那么近，但真的觉得通大真好啊。从大一我就一直这样觉得，所以研究生依然留在了通大。我觉得学校真的很人性化，我也很喜欢我们学校的后勤。这次疫情，学校真的速度很快了，各种转运隔离，老师送餐，医务人员上门核酸，所有人都在努力，而我能做的好像 ​,0,3,4,0.9956
639,液态废墟,04-08,无锡疫情,1,2,15,0.5963
640,月见黑黑黑黑黑的阿晴,04-08,很烦拿疫情写那些感动自己的文字，都是抖m吗这么喜欢痛苦？,0,37,48,0.1101
642,零糖夹芯-,04-08,最喜欢三四点钟下班回家坐不挤不吵的公交车，天气好的时候 心情也好 偶尔自己做饭也很治愈,0,6,8,0.996
643,美景小屋,04-08,我渴望什么，渴望拿着相机去没有去过的地方，拍下心念的人和景，但相机本身是没有感情的，只是拿着的人拍得久了，也就有了感情，我带它去过沙漠，看过海，坐过飞机，穿过地铁，见过都市霓虹，拍过小巷烟火…它也有缺点，只是时间都抹去了彼此的棱角，学会了彼此包容，疫情当下，我们时而焦虑，相机 ​,0,0,4,0.9971
646,123胖猫123,04-08,收官之作：,1,10,4,0.8935
647,臭情侣再秀我就in汀崽,04-08,哈尔滨疫情,0,20,23,0.3725
648,向日葵fans,04-08,26岁的第一天，变身大蓝现身高速路口,0,2,2,0.8479
649,王沙骋,04-08,女孩因论文压力欲轻生19和120联合营救,2,2,14,0.6481
650,星扒娘,04-08,黄渤梅婷小区拍戏遭业主驱赶,125,118,438,0.0864
651,曾華倩,04-08,因疫情関係，本身宅的我.更宅!~哈.但在這期間天馬行空想了很多方案工作，看否可以實現吧！同時大家要好的保護自己和家人身边的朋友，做个不潻亂的人呀！希望疫情快離開，重过我們的正常生活呢！希望在明天~🙏❤💪❤ ​,12,39,209,0.9886
652,G先生与Z先生的日常,04-08,昨天晚上做了个梦,0,10,50,0.8827
653,csgo马西西,04-08,正如大家在转的，本次major版权b站独播，也不会分播，由于之前尝试过黑屏解说，音画同步问题很大，所以这次也不会这么操作，因为疫情及合约问题，当然也不存在去官方直播间解说的可能。那只能在这里和大家说声抱歉，有兴趣的朋友可以自行收看，但请不要带解说的节奏，出来混口饭吃都不容易。ps：虎牙在 ​,76,544,2088,0.0306
654,海南日报,04-08,三亚新闻,3,26,25,0.2511
655,河吞蛋,04-08,宠物不该沦为疫情的牺牲品。 ​,4,3,164,0.028
658,柒月同学July,04-08,翻相册看到去年和狗子出去玩儿的照片,0,1,22,0.2774
659,小猪搞机,04-08,杭州四季青从业人员两天一次核酸，今年背这疫情搞的，做生意不容易！,1,6,10,0.5794
660,武汉校园达人,04-08,疫情之下，这个举措是刚需，可谓雪中送炭！,11,32,158,0.6426
661,中国青年报,04-08,全球携手战疫,7,9,32,0.9021
662,台腻high,04-08,上海疫情,1,0,4,0.632
663,江词婷,04-08,福鼎疫情,0,1,14,0.304
664,-四分三十三秒-,04-08,专门整理了一下解放军援沪医疗队驰援上海的画面，亲人解放军来啦！,71,68,626,0.9838
667,赵大款3,04-08,也就个别的人干嚎几声，不会出现大面积的实质性反抗，这次疫情积累了经验，再下次就能以任何理由进行类似的静态管理，连上海这样的大小姐都忍下来了，你们还有谁忍不了？ ​,22,21,307,0.0344
669,羊城晚报,04-08,佛山市民请注意！去过这个市场、坐过这路公交的，请立即报备！4月8日，佛山市禅城区新型冠状病毒肺炎疫情防控指挥部办公室发布关于报备涉疫行程的通告。,11,13,56,0.2802
670,今日闵行,04-08,疫情不散，党员不退！这些党员志愿者挺身而出疫情当前，党员志愿者挺身而出、冲锋陷阵，出现在核酸检测的志愿服务队伍中，出现在递送物资的“最后一公里”线路上，出现在“代配药”的往返奔波中，他们夜以继日、全力以赴，成为梅陇疫情防控中的先锋队。,28,3,8,0.9249
671,大河报,04-08,河南省再次降低新冠病毒检测价格,0,8,27,0.1257
672,半月谈,04-08,关注吉林疫情,6,6,39,0.7771
673,辽宁消防,04-08,一确诊病例曾到访北京昌平两家餐馆,3,9,17,0.2589
674,光明日报,04-08,疫情阻击动态,5,7,13,0.7834
675,原来是瑾哥哥吖,04-08,第十年🔟不仅是他们,0,4,11,0.7513
676,乌兰浩特政法,04-08,辛苦了！,10,8,8,0.8941
678,中国吉林网,04-08,吉林疫情,0,0,1,0.5916
679,触动心灵,04-08,疫情过后最想看谁跳舞,5213,1048,1716,0.4439
680,山西晚报,04-08,太原市新增封控区、管控区的通告,13,112,374,0.6542
682,海南日报,04-08,均为阴性！海口龙华区、美兰区4月6日区域核酸检测已出结果95.97万份4月7日下午，,4,9,43,0.3414
683,绍虞城事通,04-08,一起守“沪”！,6,1,18,0.7096
684,纪漫慢呀,04-08,我想出去玩，去没去过的地方，好看的地方,0,51,83,0.8963
686,经济观察报,04-08,多家银行明确因疫情不能按时还贷可申请延期,7,5,4,0.131
687,反射弧超长星人影九,04-08,粉丝求助：,1233,181,4244,0.5071
688,谁也别喊我出门,04-08,西安新增1例本土确诊病例,1,76,63,0.9138
690,三亚日报,04-08,三亚头条新闻,0,0,0,0.0408
691,天津健康,04-08,权威发布截至4月7日24时天津市新型冠状病毒肺炎疫情最新情况 ​,7,6,19,0.3904
692,浙江之声,04-08,温州平阳一密接人员谎报行程被立案调查近日，温州市平阳县萧江镇发现一例新冠肺炎阳性感染者。其间，密接人员王某以谎报行程等手段拒绝配合防疫工作，存在社会面传播风险，已被平阳县公安局依法立案调查。警方提醒：疫情防控，人有责。请广大市民严格遵守防疫工作相关规定，积极配合防疫工作。对 ​,0,2,0,0.0057
693,津云,04-08,天津迎战奥密克戎,0,1,2,0.7563
694,广东台触电新闻,04-08,佛山南海区西樵镇对部分区域进行临时管控，南庄开展第三轮大规模核酸检测根据疫情防控工作需要，南海区新型冠状病毒肺炎疫情防控指挥部决定自202年4月8日起，对西樵镇部分区域采取临时管控措施。现将具体事项通告如下：,5,3,22,0.7048
695,晨飒-飞扬,04-08,这么说吧，上海疫情加上俄乌战争，国内的舆论场上出现了一些分裂争吵的现象，美国一看，哈，看起来中国人也不是那么团结嘛，趁你病要你命可也。,26,65,283,0.2555
696,肥喵尾巴,04-08,宠物不该沦为疫情的牺牲品,25,45,282,0.0163
697,呼和浩特新闻网,04-08,最新！,7,9,33,0.879
698,京城林三爷,04-08,上海新增本土确诊824例无症状20398例,9,16,59,0.6641
700,河北日报,04-08,“开盲盒”啦！,5,19,78,0.5073
701,老龍亭拉麵店,04-08,我这几天开不了，店附近闹疫情，差不多要到15号去了。推荐大家一家拉面新店，在南门，叫拉面瀧也，在南门高新区。看起来不错的拉面新店，大家如果有空也可以去尝。成都越来越多不同风味的拉面店，也是好的方向。推荐一波。(我店15号开了以后，可能还是要卖几天拌面) ​,2,5,14,0.9415
702,日渐白,04-08,事发这么多天，现在实际情况（我所在宿舍楼）是薯片牛奶靠抽奖（一层楼十几个宿舍抽个位数的奶，平均一人一口都不到，薯片也是抽几包），卫生产品发了，泡面也是丑的。作为老非酋，这些抽奖得相当于没发。根本不像男生宿舍里那样每个人都能吃到，我连摸都摸不到。要是啥都不发，可以，但有的宿舍发有的 ​,2,11,40,0.0221
705,双胞胎伊莲,04-08,疫情结束就一起去旅游吧,0,0,5,0.5293
708,月夜繁星35229,04-08,潍坊疫情,0,6,32,0.5213
709,中国电信,04-08,数字防疫 科技守“沪”,17,10,12,0.5489
710,问号哥哥,04-08,等疫情结束去趟西藏吧,39,31,13385,0.3419
711,我苏特稿,04-08,徐州市疫情防控通告（202年第35号）,8,21,83,0.476
712,沉默是一种力量L,04-08,这次疫情能控住吗？什么时候是个头啊,2,95,368,0.2755
713,沿江检察,04-08,如果务农人员是疫情感染者，代耕的现实操作性怎么样？吉林省农业科学院农业资源与环境研究所二级研究员 任军：代耕也可以做，因为现在代耕已经很成熟了，实际上就是一个简单的信息沟通，把他农村种地的相关事情由别人来代，最后在他的土地上有一个收成就可以，这个完全可以做到，实际上这应该跟农 ​,8,6,16,0.1828
714,资阳政法,04-08,上海新增本土确诊824例无症状20398例,0,12,12,0.6641
716,蘸盐,04-08,战疫助农行动,43,6,53,0.9274
717,我是双鱼座3,04-08,天津市打狗疫情刚好点，又要跟狗玩命。在滨江道宣传的时候，顺便看和平路的商业现状。人口流出不是没有原因的！ ​,0,0,14,0.2399
718,京剧演员李林晓,04-08,感谢每一位购票的观众朋友,2,7,18,0.9444
719,西安发布,04-08,重要通告！事关疫情高流行地区务工返市人员,57,43,184,0.2324
720,呼和浩特新闻网,04-08,呼和浩特疫情,5,1,4,0.3889
721,静怡姐姐本尊,04-08,上海现有本土感染者超10万例,3,32,54,0.856
722,穿书之成为顶流写手,04-08,觉得最近都好丧！该死的疫情！ ​,2,68,198,0.1505
723,草一只猫猫,04-08,@华东师范大学,2,3,96,0.9019
724,浙江公安,04-08,疫情当前警察不退,101,16,4,0.0895
725,尹尹尹_大白,04-08,东营疫情,0,11,17,0.5705
